"x1" "x2" "x3" "x4" "y"
1.57515504024923 1.36721595740865 2.78773884747518 3.6843534213548 12.3931028879128
2.57661027088761 3.30518686634742 2.76904224100091 4.2880942909162 6.32162974562556
1.8179538436234 1.63104286012689 2.33220257895012 4.06759199349826 8.1420491624395
2.76603480800986 4.50977542156831 0.991623391722992 6.87826221203733 5.20814474233439
2.88093456858769 4.03700650141214 1.88054739336934 13.3955078892787 5.85522703999812
1.09111299877986 1.35349909026796 1.71960466482975 3.12950639341858 7.82661987948771
2.05621097609401 1.33962538698962 2.56298953322048 7.39723402071582 10.5118284408929
2.78483808878809 4.16996846520049 1.62756124389617 9.01552718481004 6.81661141313653
2.10287002893165 2.2729583012118 2.97697338668562 4.95447870568802 5.99912377253681
1.91322947060689 1.93819428797135 1.62541914223299 2.02090566680887 12.0191737184322
2.91366669069976 4.43454653362658 3.05271146557933 4.61533274168063 10.7475358818016
1.90666831238195 1.56653030016607 0.950822993333934 3.92290300796803 6.15485554317714
2.35514127090573 2.60674151112703 0.739844755241888 5.84105806170903 4.76706724779876
2.14526680391282 1.79179713843162 5.24103993494241 8.28240106097152 19.7724662744639
1.20584936533123 0.191140732697079 1.58314241183957 5.0788504887367 8.38474612826688
2.79964994080365 4.07078421622306 2.29822759154072 12.664300841696 8.47509643216513
1.49217546870932 1.33739870402365 2.63656967403385 3.8361147924087 10.6660445665186
1.08411906706169 0.614159189148609 1.51621937429126 2.13600238131663 4.65784046062598
1.6558414385654 1.83203916877504 2.51686204431361 3.77870244852037 11.2644321547395
2.90900729829445 5.25620407357877 2.36896452738509 7.19546478496447 8.18481690438655
2.77907863212749 3.61612343874554 1.78461949235831 9.82129245466811 12.1874051846513
2.3856068123132 1.69097549365717 2.06529303352532 8.51014464467175 4.89378130919957
2.28101362753659 3.10438084673496 1.96593274626154 7.34226616308533 6.96982375285258
2.98853955324739 4.11108394937086 4.12845189901618 0.746224305620607 16.036115422567
2.31141159823164 2.3273074799862 1.25866390372717 7.89248468004271 6.79625680493884
2.41706093633547 3.43387746982781 0.904003732925336 4.5296872562421 3.53304912174601
2.08813204942271 2.03776122438764 2.03778839917108 5.55735980843507 6.11980371309819
2.18828404089436 1.78393466568921 2.31048074944314 5.55506548233958 9.2203936577508
1.57831947458908 1.33619792180815 2.43652347891018 4.68994042851802 9.28095561039672
1.29422729462385 0.768066463855165 1.54163466728889 3.6091201870441 3.04434152733856
2.92604846507311 4.28376190292829 0.936673866028809 -0.286163548749923 4.87912373235413
2.80459809023887 4.12552542444892 3.26318517608949 9.50575027778669 12.1700161596534
2.38141055684537 2.65022810423108 1.65034961204645 6.85742188415953 7.30050163010302
2.59093483537436 3.67865993483759 1.13448713734663 5.29021751891583 3.29342732683451
1.0492273690179 0.440195755038736 1.7637204310589 3.16348608879889 8.24342784978197
1.95559194218367 2.0780609041247 1.80282410565145 5.16748855044891 10.1656125908728
2.51691907504573 3.71586032173921 3.10992028971364 6.73390423575756 12.2422336755005
1.43281587166712 1.2440714064675 2.0847372921972 5.54992860046915 5.9830349358429
1.6363620152697 1.17587452974314 2.75405378518452 3.97945055056243 9.39087041616976
1.46325157070532 1.64495638881135 1.50070798282774 4.10642597166745 7.19433118759043
1.28560004476458 1.3231356655304 2.2144453095816 4.53673352144837 7.34924466610827
1.82909267162904 1.94698848045757 1.67531408850917 6.42160881809441 2.71064959549694
1.82744865259156 1.78915015648507 2.09458352817357 6.56723965358659 10.0522522245771
1.73769090184942 1.19583179716544 1.10463664202246 3.60352937289445 3.65495470281834
1.30488949548453 1.53169452197794 0.689198466672028 5.31462930425802 2.92047485847952
1.27761212689802 0.516016579824878 3.99721338474797 3.60966192770823 16.999441372253
1.4660681989044 2.16834447842768 2.60070882367242 5.93840097082085 8.25383661180644
1.93192490050569 2.63247222368956 0.748728638375056 2.34283990890431 5.93764899550376
1.53194528073072 1.05557799202633 1.38883408331958 4.08851329283022 3.64513649232119
2.71565543068573 3.17418175895305 0.81451991540269 11.040236112412 3.73447494006011
1.0916623333469 0.240660043174552 4.19881034888372 2.75713807881765 14.4493190083782
1.88440014841035 1.90392381424274 3.31241297643351 3.43241461251163 9.59993608045182
2.59784969128668 3.25106557002797 1.73485494330365 3.02868357923709 5.93506830009312
1.24379851995036 0.599746079416486 2.54319405923209 2.67345972658252 9.57189907183964
2.12189596751705 1.77541196485005 1.58566005208114 4.25964910496167 8.09837209371128
1.41306277923286 0.975859346622187 1.52375310538442 4.15676597213557 3.27016622930305
1.25506330048665 0.395139709385689 1.21139716214976 1.92375063906064 4.93468300802674
2.50661572860554 2.30759023715227 1.40538273254049 6.67918096300717 7.72896107471243
2.7900907183066 3.70218984804644 3.65090746733669 11.3936955636018 11.8751040820549
1.74892555177212 1.98886859735109 1.94597187491456 7.61405627646447 8.29249946808956
2.33023038925603 2.42731335220196 2.11924523642758 9.19313646541096 9.34219284941161
1.18968132184818 1.01165298488974 2.24368742959909 3.91491006420567 9.26673231946064
1.76793927559629 0.753863286953387 3.23247587848534 1.83733626953176 13.0039429943988
1.54876728914678 1.17155907520326 1.48393616905522 3.37612348824605 6.2063911852109
2.62928007775918 3.71626046562238 1.00749284960796 5.04169155969382 4.19512552163965
1.8970326827839 1.9499431808585 3.67569693240319 6.05996270797963 7.74079289315161
2.6201287060976 3.48537531533282 1.55883678309471 5.87753662532424 6.4906283123252
2.62477901903912 3.12437944524131 1.27693403006013 1.91385026661414 6.69137148290035
2.58868464222178 2.92579191542066 0.763726881116707 11.8213138321221 5.36197832508642
1.87966337520629 1.2545028067435 0.715284277682203 6.36936071472963 3.03529613042011
2.5089503172785 3.20623914583602 1.42602652070201 6.76519243682069 9.83708538165634
2.25844226311892 2.07654342082846 2.61798581716653 8.62340343966622 10.4268062907572
2.42036480270326 2.68380416723206 3.10984813892972 1.91934874832308 11.5821761337069
1.0012495466508 0.37320423123509 2.70758835383559 3.33373548387782 12.6672986204438
1.95063314819708 2.82441584203874 1.63634270290475 3.90643342811142 5.47209566607572
1.44023777032271 0.711167466684337 2.0597499373846 4.58961702415439 7.27857256430438
1.75963307544589 1.66584756624401 1.29540353631993 4.42510438146064 10.6811155690593
2.22554200654849 2.5154990362378 1.28278183842599 7.0186229992398 5.87060388971975
1.70359581848606 0.970191039316538 2.88465049897692 6.34518709897341 13.9210883397474
1.22227084869519 0.711318970723229 0.984407421396456 3.44998719812516 2.07620897436032
1.48723894543946 1.82821526962761 3.95529396549246 5.09983652744357 13.4848482923916
2.33611117489636 2.95445973727743 1.90968040603415 2.42933323438116 8.48588902537611
1.83529355935752 1.70476768550607 2.21453882662922 3.45529611674316 9.24369357029924
2.57639166805893 3.10764859745193 1.26147229526043 11.1949104614853 3.77314436675961
1.2057292885147 -0.299732052179171 1.42561131023673 3.6857787089343 6.31535247996093
1.86978548299521 2.31371748291691 0.682983867694758 1.1521851709991 1.89411029686031
2.96991395996884 3.67987442934647 1.81707461162727 0.924157498971966 8.87663048537038
2.78610222879797 4.25115657009518 2.41898240492446 5.79293663038217 11.4264973944947
2.77293812157586 4.79914469765308 2.32430434416138 9.87444560531584 4.52293763950931
1.35010530054569 0.189445580794888 1.21846351294525 3.60735500046677 8.12677746343603
1.2613913831301 1.14644627840479 1.211378029146 4.01935767548456 3.15204509382101
2.30620385007933 2.52818935435912 1.49780128165714 8.1626792882447 7.40294238293668
1.6870329445228 0.636967998379887 3.49606066984635 6.75204388297383 13.8079872858243
2.31351625593379 1.91884490634408 0.862696379334255 5.77694330216333 4.1883094817999
1.64074648497626 0.545256427193683 1.8209484056198 4.21152404994957 6.17261730313982
1.37538223853335 0.68038488995135 3.90236182167893 2.09248569496745 14.0377275075209
2.56458860263228 2.55767955787776 1.89902511467119 6.45582169489723 8.57471274544248
1.18718997342512 1.04866840298848 0.640159296178606 2.97139148311481 5.68708352843323
1.93355808313936 2.91937790069961 1.33523056472594 3.04637723167308 1.90101772637391
2.02301091980189 1.40277135280126 2.48545997890488 4.67788213140644 6.18362140059659
