x1 x2 y
-0.5933061 -0.6278771 2.434827
0.1126115 0.2453752 4.351005
-1.079051 -0.549889 -0.9891745
1.557413 1.552362 23.69939
0.5428932 0.09943572 2.846783
-0.4432717 -1.156116 -3.605348
0.1681395 0.7820346 6.093008
0.6638152 0.7754446 3.917784
0.8204574 0.301947 2.539657
-0.5468035 -0.04850809 1.916324
0.9081121 2.038892 18.96041
0.170698 0.5892464 3.279883
-0.8217917 -0.3892291 -3.135954
-2.148004 -2.169241 15.25157
1.006169 1.186725 14.43861
0.007968243 -0.09555997 0.375594
-0.1102257 0.07866503 -0.2193386
1.003593 0.8362823 7.883702
0.718586 0.8822688 6.693298
0.8449782 0.3127486 9.286004
0.7308369 1.06058 9.641099
0.8273272 0.6973371 9.756232
-0.1251814 0.2705353 2.92806
-1.892469 -1.985492 15.32996
0.5934586 0.6148042 6.810112
-0.4313778 0.3219627 -2.234905
-0.1841007 -0.1196006 -1.613899
-1.169608 -1.697416 6.983188
-0.3136774 -0.6184087 -2.935403
0.4393902 0.3753279 5.049337
1.057667 1.590887 16.91669
0.1612624 -0.3616326 -0.9090313
0.3955656 0.3601455 2.147196
-0.1534623 0.04857702 0.3337956
-0.975023 -1.70936 5.676236
-0.5765727 -0.2324006 0.8610942
-0.3164727 -0.4521399 -0.5957537
0.2287937 -0.3444167 1.691546
1.206833 0.937511 16.32672
0.6751994 0.812504 8.066786
-0.2539189 -0.06679663 1.334517
-0.1675357 -0.3263571 0.5703533
0.7941337 0.564498 5.015677
0.5467289 0.5384074 3.621685
-0.3765019 -0.9661302 3.370646
-0.7043015 -0.6748605 2.181203
0.1987596 0.5119415 5.028027
0.869223 0.6289235 8.200412
-0.601835 0.382832 0.5331928
0.9464456 0.7711496 9.889159
0.4991495 0.2769018 3.742294
-0.6468131 -0.546246 0.6343948
0.08268154 0.5822832 1.180147
-1.18909 -1.012444 7.610254
1.743291 1.050186 20.22575
1.764 2.09651 32.50458
-0.8793099 0.1634635 1.295139
-0.8360729 -1.19932 0.4916923
0.4431975 0.6673905 9.085598
-0.2458727 -0.01739724 -0.3070191
2.069044 2.612571 40.76596
-0.04329069 -0.03320216 3.550675
0.8290766 0.5154729 9.033229
-0.1040718 0.1586581 -0.3798731
-0.8601216 -0.5887846 -2.268789
0.4292282 -0.06120424 -2.151835
-1.814601 -1.703911 10.27255
1.392691 1.464201 16.74521
0.009444606 0.2893011 0.2742506
2.318943 1.916257 38.37594
0.2411609 0.6857778 6.24299
-0.502072 -0.8818683 -1.633107
0.7754229 0.4151019 5.480223
-1.015004 -0.805887 1.9701
-1.032178 -1.411603 6.880843
0.5047151 0.0634182 0.4746465
-0.3033549 -0.5607801 -3.476978
0.4538458 -0.4516911 -4.368589
-0.3663366 0.5112545 1.788817
-0.8350782 -0.3141097 -0.1588869
-0.8620688 -0.2464707 1.355471
-0.09426144 -0.1692502 0.1177704
1.502591 0.7939233 14.33079
-1.109802 -1.860177 6.034868
0.6880936 0.4697207 5.771704
0.5209972 0.1280426 1.580456
1.003787 1.068577 15.17306
-0.1916165 -0.4013471 -0.937394
0.4447785 0.2765209 4.790591
0.09016192 0.4305095 3.034024
-0.5943659 -0.4632004 3.636579
1.147132 1.207435 16.64953
1.442694 0.8193472 12.76045
0.4506061 0.9143616 7.098101
1.073874 2.019434 21.96714
0.7161375 0.372553 0.9690367
-1.426767 -1.061769 7.44533
-0.6562665 -0.4612335 2.247681
-0.9913065 -1.395903 1.599051
-0.6320451 -0.2907826 0.7303034
-0.6809235 -0.5283937 0.6955379
0.3770018 -0.2949029 -2.063297
-0.7697234 -1.00599 4.068402
0.2752651 0.03278972 1.20656
-0.6685713 -0.6074491 0.6444157
1.468357 1.97672 28.0918
0.363904 1.033216 5.095156
0.8371776 0.9370787 8.02174
0.8220556 -0.07314046 1.966852
1.689157 1.590008 26.41515
-0.5828843 -0.6563941 0.3083212
-0.3755787 -0.5243325 1.269305
1.309881 1.482151 20.38482
-0.9469913 -0.3214494 1.058904
0.3961841 -0.8004436 -5.317512
-0.4776009 -0.2881227 1.360184
-0.3786598 -0.2451211 -1.515379
-0.6728258 0.1287338 -1.4106
0.4262189 0.5371315 4.627742
-0.2281392 -0.1175415 -2.94371
-0.5502802 -0.4360125 -0.1680975
0.9094608 1.708604 16.38847
0.1899166 -0.6082089 -2.57487
0.2193398 -0.56936 -2.127895
0.05654544 -0.2518532 2.763063
0.4484881 0.9407543 4.732899
0.08806744 -0.2314709 -0.07135694
-0.09179369 0.01843119 -4.082368
-0.7359068 -0.5928941 -0.9809457
-0.01136304 -0.6207561 -1.845267
-0.2159257 0.3332 4.220721
-0.6882954 -0.4596712 -1.781303
0.3545382 0.6815386 3.459122
-1.475531 -1.484364 3.941937
-0.05290742 0.6504987 2.998794
-1.654816 -1.340276 9.285185
-0.133268 -0.4534425 -2.661355
-0.4108783 -0.6189288 -1.004165
-0.8533545 -0.4178122 2.911723
0.06958877 -0.180501 -0.8462853
-2.409842 -1.321932 12.69943
1.070657 1.222926 15.44511
-1.463375 -1.782253 5.764332
-0.5991588 -0.3044283 2.416579
-1.095804 -1.079525 4.257851
-1.088077 -0.3755382 -0.8274867
2.223891 1.844746 33.78911
-0.3968044 0.4307147 -0.3077584
-1.326101 -1.18136 5.831463
-1.65614 -1.541989 7.255752
0.4524105 0.4251657 0.5860041
-0.2022282 0.1660484 0.6064014
0.09912547 -0.7191549 0.1568749
-1.225569 -0.5860912 -1.217876
-1.39297 -1.506624 5.810449
-1.705321 -0.3906144 -2.030134
0.9752477 0.9741673 11.80694
-0.4915712 -0.7195006 -0.2845288
-1.591923 -1.106822 5.000169
1.979565 1.664354 28.47571
0.4883452 0.340328 2.576133
-0.01429096 -0.4509179 1.40022
0.8431051 1.220258 12.7301
0.6469497 1.081006 9.359187
-0.9996899 -0.207437 -6.803832
2.078136 2.222349 36.98215
-0.5479345 0.05079535 1.415334
-1.234549 -1.542302 4.514652
-0.1248045 -0.1566822 -2.018963
0.6919269 -0.2873602 -0.5498654
1.990668 2.50841 41.71588
0.3673569 -0.1611101 -0.1066107
0.3275042 0.5633505 5.445283
-0.4009113 0.2505125 3.388877
-0.1974244 -0.4536632 1.75773
-0.3543597 0.2866663 3.034026
0.5317496 1.003643 7.616812
1.85877 2.186627 37.35273
1.048539 0.954218 10.00079
0.953958 1.400689 14.84873
-0.959131 -1.44116 7.422702
0.690884 1.227082 11.12398
0.2627977 0.1659147 1.674334
-1.398103 -1.462094 4.914033
0.2695212 0.7461391 6.526599
-0.250578 -0.05889174 4.623089
1.280777 1.574229 21.20598
-0.5321573 -0.9612115 -0.4013847
-0.0713746 -0.7672625 3.031609
-1.135389 -0.6699307 -0.2744387
0.03546273 -0.3807019 2.11088
0.3749624 0.4087028 3.052832
-1.153098 -0.2733416 -2.278578
0.6403225 0.9783728 11.41122
-1.074377 -1.28061 -0.3349573
-0.989002 -1.053896 1.497639
0.8585494 1.950784 18.64955
-0.8603624 -1.119889 0.8160349
0.5480174 0.2550692 0.4239209
-0.4395172 -0.3033367 -1.271917
0.2408185 0.5572526 0.8445037
2.086967 1.205253 27.72796
1.526291 1.566539 19.38451
-0.3256634 -0.3193947 -4.197657
-2.478585 -1.976159 20.89812
2.133863 2.734976 50.30392
0.3095877 0.9907637 6.039859
0.4332657 0.6219756 4.935701
0.2912517 -0.3173722 1.525862
0.8893526 0.1050317 6.4517
0.1904833 -0.5109108 -3.916796
0.7000058 0.1200791 5.873579
-0.4432404 -0.3369841 0.3907802
-1.609242 -1.061785 4.169488
0.8895245 1.036127 13.94768
0.9418239 2.020705 22.2442
-0.3710893 -0.2307569 2.635244
-0.8503956 -1.592716 2.065372
0.6552614 0.5966974 7.998916
0.2014711 -0.2886252 0.7796199
-1.579912 -1.798752 8.460745
-0.1720918 0.1762475 4.517041
-0.224469 -1.004212 -0.7856342
-0.349863 -0.3148071 -0.09267994
-1.345428 -0.9091468 3.978796
1.773285 1.741685 29.08213
-0.6623168 0.01682159 -1.752559
-1.371714 -1.758008 7.345095
0.3043545 0.08004629 7.207912
0.1771804 0.3358434 2.573734
-1.070081 -0.851649 1.180348
-2.60641 -3.025133 35.48886
-0.8618261 -0.3867026 0.9188239
0.336073 0.7760511 4.488556
0.03665366 -0.1530758 -1.58503
-0.1966096 0.005223959 2.311893
0.7534757 0.3397652 5.299966
-1.20083 -1.112004 4.238788
1.336183 0.8018292 11.92355
0.1055985 -0.1160159 -2.514578
0.1873698 1.191433 6.426657
0.7093254 1.306522 16.67986
0.504659 -0.06901549 -1.330248
-0.7019916 -1.010925 -1.148406
0.9172758 1.349759 11.64033
-2.250448 -1.648591 13.08348
-0.2998617 -0.7621309 2.247996
-0.4307157 -0.06767825 -0.1962002
0.2409633 -0.5647928 -1.540161
1.390754 0.5984964 7.99391
-0.1925062 0.4580516 1.590609
0.2077638 0.5859519 5.974474
-0.3475069 0.2117246 5.019137
-0.09218319 -0.3906035 2.489258
0.3893142 0.9665639 5.196056
0.6621646 1.572246 12.28132
-1.890262 -2.794235 21.7427
0.78318 0.333295 5.112342
0.5479506 0.1825218 3.794205
-0.562972 -0.2660274 -2.650028
0.9244101 0.9294552 9.939312
-0.2408174 -0.5179455 -2.139898
-0.5636249 0.009362444 -1.98794
0.807914 0.8634854 7.954214
1.715382 1.636788 25.35786
0.6417327 -0.1152988 1.482287
-0.2679088 -0.5550793 0.9581061
